rank,finalWorth,personName,age,country,countryOfCitizenship,source,industries,organization,selfMade,gender,birthDate,title,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,total_tax_rate_country,latitude_country,longitude_country
1217,2500,Roger Wang,74.87474332648871,China,United States,Retail,Fashion & Retail,Unknown,True,M,1949-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1217,2500,Oprah Winfrey,69.79876796714579,United States,United States,TV shows,Media & Entertainment,Unknown,True,F,1954-01-29 00:00:00,"Entrepreneur, Personality, Philanthropist",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1217,2500,Wu Zhigang & family,88.84052019164956,China,China,Bakery chain,Food & Beverage,Unknown,True,M,1935-01-14 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1217,2500,Xie Weitong,66.87474332648871,Singapore,Taiwan,Cobalt,Metals & Mining,Unknown,True,M,1957-01-01 00:00:00,Unknown,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,21.0,1.352083,103.819836
1217,2500,Ye Guofu,45.87542778918549,China,China,Retail,Fashion & Retail,Unknown,True,M,1978-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1272,2400,Brian Acton,51.748117727583846,United States,United States,WhatsApp,Technology,WhatsApp Inc.,True,M,1972-02-17 00:00:00,Cofounder,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1272,2400,Abdulla Al Futtaim & family,83.87679671457906,United Arab Emirates,United Arab Emirates,"Auto dealers, investments",Automotive,Unknown,False,M,1940-01-01 00:00:00,Unknown,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,15.9,23.424076,53.847818
1272,2400,Edward Bass,78.18480492813141,United States,United States,"Oil, investments",Energy,Unknown,False,M,1945-09-10 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1272,2400,Koos Bekker,70.92402464065708,South Africa,South Africa,"Media, investments",Media & Entertainment,Unknown,True,M,1952-12-14 00:00:00,Unknown,158.93,4.1,"$351,431,649,241 ",22.4,100.9,63.9,29.2,-30.559482,22.937506
1272,2400,Otto Philipp Braun,45.87542778918549,Germany,Germany,Medical technology,Healthcare,Unknown,False,M,1978-01-01 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
1272,2400,Chen Tei-fu,75.57837097878166,United States,Taiwan,Herbal products,Fashion & Retail,Unknown,True,M,1948-04-19 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1272,2400,Abilio dos Santos Diniz,86.88569472963724,Brazil,Brazil,Retail,Fashion & Retail,Unknown,False,M,1936-12-28 00:00:00,Unknown,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,65.1,-14.235004,-51.92528
1272,2400,Marcel Erni,58.874743326488705,Switzerland,Switzerland,Private equity,Finance & Investments,Unknown,True,M,1965-01-01 00:00:00,Unknown,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,28.8,46.818188,8.227512
1272,2400,Doris Fisher,92.23545516769336,United States,United States,Gap,Fashion & Retail,Gap Inc.,True,F,1931-08-23 00:00:00,Cofounder,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1272,2400,Gerald Ford,79.28542094455852,United States,United States,Banking,Finance & Investments,Ford Financial Fund,True,M,1944-08-04 00:00:00,Managing Member,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1272,2400,Bernard Fraisse & family,67.26899383983573,France,France,Pharmaceuticals,Healthcare,Unknown,True,M,1956-08-10 00:00:00,Unknown,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,60.7,46.227638,2.213749
1272,2400,Alfred Gantner,55.62765229295003,Switzerland,Switzerland,Private equity,Finance & Investments,Unknown,True,M,1968-04-01 00:00:00,Unknown,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,28.8,46.818188,8.227512
1272,2400,Paul Gauselmann & family,89.22655715263518,Germany,Germany,Gambling,Gambling & Casinos,Unknown,True,M,1934-08-26 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
1272,2400,Mitchell Goldhar,62.340862422997944,Canada,Canada,Real estate,Real Estate,SmartCentres,True,M,1961-07-15 00:00:00,Owner,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,24.5,56.130366,-106.346771
1272,2400,Peter Hargreaves,77.11704312114989,United Kingdom,United Kingdom,Financial services,Finance & Investments,Unknown,True,M,1946-10-05 00:00:00,Unknown,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,55.378051,-3.435973
1272,2400,Xuande Hua & family,80.04928131416838,China,China,Pharmaceuticals,Healthcare,Unknown,True,M,1943-10-30 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1272,2400,Kwek Leng Kee,68.87611225188228,Singapore,Singapore,Diversified,Diversified,Unknown,False,M,1955-01-01 00:00:00,Unknown,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,21.0,1.352083,103.819836
1272,2400,Catherine Lozick,78.54620123203286,United States,United States,Valve manufacturing,Manufacturing,Unknown,False,F,1945-05-01 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1272,2400,Kalanithi Maran,58.31074606433949,India,India,Media,Media & Entertainment,Unknown,True,M,1965-07-26 00:00:00,Unknown,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
1272,2400,Jed McCaleb,48.876112251882276,United States,United States,Cryptocurrency,Finance & Investments,Unknown,True,M,1975-01-01 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1272,2400,Fatih Ozmen,65.78781656399727,United States,United States,Aerospace,Manufacturing,Unknown,True,M,1958-02-02 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1272,2400,Pan Laican,,China,China,Soy sauce,Food & Beverage,Unknown,True,M,,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1272,2400,Tor Peterson,59.27720739219713,Switzerland,United States,Commodities,Metals & Mining,Unknown,True,M,1964-08-07 00:00:00,Unknown,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,28.8,46.818188,8.227512
1272,2400,Daniel Pritzker,64.17248459958932,United States,United States,"Hotels, investments",Finance & Investments,Unknown,False,M,1959-09-15 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1272,2400,Jinxing Qi,61.63997262149213,China,China,Real estate,Real Estate,Unknown,True,M,1962-03-28 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1272,2400,Qiu Jianping & family,61.80150581793292,China,China,Hand tools,Manufacturing,Unknown,True,M,1962-01-28 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1272,2400,Rajan Raheja & family,69.46201232032854,India,India,Diversified,Diversified,Unknown,False,M,1954-06-01 00:00:00,Unknown,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
1272,2400,Matthias Reinhart,63.87679671457906,Switzerland,Switzerland,Financial services,Finance & Investments,Unknown,True,M,1960-01-01 00:00:00,Unknown,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,28.8,46.818188,8.227512
1272,2400,Arnout Schuijff,56.087611225188226,Netherlands,Netherlands,Payments software,Technology,Unknown,True,M,1967-10-16 00:00:00,Unknown,115.91,2.6,"$909,070,395,161 ",85.0,104.2,81.8,41.2,52.132633,5.291266
1272,2400,Hans Sy,68.13415468856947,Philippines,Philippines,Diversified,Diversified,Unknown,False,M,1955-09-29 00:00:00,Unknown,129.61,2.5,"$376,795,508,680 ",35.5,107.5,71.1,43.1,12.879721,121.774017
1272,2400,Herbert Sy,67.12662559890487,Philippines,Philippines,Diversified,Diversified,Unknown,False,M,1956-10-01 00:00:00,Unknown,129.61,2.5,"$376,795,508,680 ",35.5,107.5,71.1,43.1,12.879721,121.774017
1272,2400,Lucio Tan,89.33607118412047,Philippines,Philippines,Diversified,Diversified,Unknown,True,M,1934-07-17 00:00:00,Unknown,129.61,2.5,"$376,795,508,680 ",35.5,107.5,71.1,43.1,12.879721,121.774017
1272,2400,Tsai Ming-kai,73.61533196440794,Taiwan,Taiwan,Semiconductors,Technology,Unknown,True,M,1950-04-06 00:00:00,Unknown,,,,,,,,,
1272,2400,Ted Turner,84.99383983572895,United States,United States,Cable television,Media & Entertainment,Unknown,False,M,1938-11-19 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1272,2400,David Walentas,85.27857631759069,United States,United States,Real estate,Real Estate,Unknown,True,M,1938-08-07 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1272,2400,Urs Wietlisbach,62.22861054072553,Switzerland,Switzerland,Private equity,Finance & Investments,Unknown,True,M,1961-08-25 00:00:00,Unknown,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,28.8,46.818188,8.227512
1272,2400,Jerry Yang,55.0280629705681,United States,United States,Yahoo,Technology,Yahoo!,True,M,1968-11-06 00:00:00,Cofounder,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1272,2400,Yang Jianliang & family,54.46132785763176,China,China,Machinery,Manufacturing,Unknown,True,M,1969-06-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1272,2400,Yang Weidong & family,55.186858316221766,China,China,Chemicals,Manufacturing,Unknown,True,M,1968-09-09 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1272,2400,Mortimer Zuckerman,86.45311430527036,United States,United States,"Real estate, media",Real Estate,Boston Properties,True,M,1937-06-04 00:00:00,Chairman and CEO,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1312,2300,John Armitage,63.96167008898015,United Kingdom,Ireland,Hedge funds,Finance & Investments,Egerton Capital,True,M,1959-12-01 00:00:00,Unknown,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,55.378051,-3.435973
1312,2300,Lee Bass,67.48254620123203,United States,United States,"Oil, investments",Energy,Unknown,False,M,1956-05-24 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1312,2300,John Bicket,43.66050650239562,United States,United States,Sensor systems,Technology,Unknown,True,M,1980-03-20 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1312,2300,Sanjit Biswas,41.84531143052703,United States,United States,Sensor systems,Technology,Unknown,True,M,1982-01-12 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1312,2300,Timothy Boyle,74.19301848049281,United States,United States,Columbia Sportswear,Fashion & Retail,Unknown,True,M,1949-09-07 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1312,2300,Morris Chang,92.35592060232717,Taiwan,Taiwan,Semiconductors,Technology,Unknown,True,M,1931-07-10 00:00:00,Unknown,,,,,,,,,
1312,2300,Chao Teng-hsiung,79.11841204654347,Taiwan,Taiwan,Real estate,Real Estate,Unknown,True,M,1944-10-04 00:00:00,Unknown,,,,,,,,,
1312,2300,Samuel Chen,73.8754277891855,Taiwan,Taiwan,Investments,Finance & Investments,Unknown,True,M,1950-01-01 00:00:00,Unknown,,,,,,,,,
1312,2300,Chu Lam Yiu,53.960301163586585,Hong Kong,Hong Kong,Flavorings,Manufacturing,Unknown,True,F,1969-12-01 00:00:00,Unknown,,,,,,,,,
1312,2300,K. Dinesh,69.44832306639289,India,India,Software services,Technology,Unknown,True,M,1954-06-06 00:00:00,Unknown,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
1312,2300,James Duff,62.69678302532512,United States,United States,"Tires, diversified",Diversified,Unknown,True,M,1961-03-07 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1312,2300,Thomas Duff,66.87748117727584,United States,United States,"Tires, diversified",Diversified,Unknown,True,M,1956-12-31 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1312,2300,Daniel Ek,40.73648186173853,Sweden,Sweden,Spotify,Technology,Spotify,True,M,1983-02-21 00:00:00,CEO,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,49.1,60.128161,18.643501
1312,2300,John Fisher,62.46132785763176,United States,United States,Gap,Fashion & Retail,"Pisces, Inc.",False,M,1961-06-01 00:00:00,President,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1312,2300,Georg Haub,61.87542778918549,Germany,Germany,Retail,Fashion & Retail,Unknown,False,M,1962-01-01 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
1312,2300,Erman Ilicak,56.12320328542094,Turkey,Turkey,Construction,Construction & Engineering,Unknown,True,M,1967-10-03 00:00:00,Unknown,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,42.3,38.963745,35.243322
1312,2300,Justin Ishbia,46.16290212183436,United States,United States,Private equity,Finance & Investments,Unknown,False,M,1977-09-18 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1312,2300,Long Jiang,49.790554414784395,China,China,Manufacturing,Technology,Unknown,True,M,1974-02-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1312,2300,Bruce Karsh,68.10403832991102,United States,United States,Private equity,Finance & Investments,Oaktree Capital Group LLC,True,M,1955-10-10 00:00:00,President,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1312,2300,Bom Kim,45.12799452429842,South Korea,United States,Online retailing,Technology,Coupang,True,M,1978-10-01 00:00:00,Unknown,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,33.2,35.907757,127.766922
1312,2300,Jianping Lai,,China,China,Soy sauce,Food & Beverage,Unknown,True,M,,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1312,2300,Lam Kong,59.422313483915126,Hong Kong,China,Pharmaceuticals,Healthcare,Unknown,True,M,1964-06-15 00:00:00,Unknown,,,,,,,,,
1312,2300,Stephen Lansdown,71.21423682409309,Guernsey,Guernsey,Financial services,Finance & Investments,Unknown,True,M,1952-08-30 00:00:00,Unknown,,,,,,,,,
1312,2300,Kevin David Lehmann,21.21013004791239,Germany,Germany,Drugstores,Fashion & Retail,Unknown,False,M,2002-09-01 00:00:00,Unknown,,,,,,,,,
1312,2300,Li Haiyan,,China,China,Restaurants,Food & Beverage,Unknown,True,F,,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1312,2300,Hua Li,45.87542778918549,China,China,Financial services,Finance & Investments,Unknown,True,M,1978-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1312,2300,Lim Kok Thay,72.25462012320328,Malaysia,Malaysia,Casinos,Gambling & Casinos,Unknown,False,M,1951-08-16 00:00:00,Unknown,121.46,0.7,"$364,701,517,788 ",45.1,105.3,76.0,38.7,4.210484,101.975766
1312,2300,Kishore Mariwala,88.75564681724846,India,India,Consumer goods,Food & Beverage,Unknown,False,M,1935-02-14 00:00:00,Unknown,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
1312,2300,Clayton Mathile,82.84736481861738,United States,United States,Pet food,Food & Beverage,Unknown,True,M,1941-01-11 00:00:00,"Investor, Philanthropist",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1312,2300,Mi Enhua,65.6290212183436,China,China,Retail,Fashion & Retail,Unknown,True,M,1958-04-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1312,2300,Vadim Moshkovich,56.616016427104725,Russia,Russia,"Agriculture, land",Food & Beverage,Unknown,True,M,1967-04-06 00:00:00,Unknown,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,61.52401,105.318756
1312,2300,David Murdock,100.6050650239562,United States,United States,"Dole, real estate",Food & Beverage,Unknown,True,M,1923-04-10 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1312,2300,David Nahmad,76.59411362080766,United States,Monaco,Art collection,Fashion & Retail,Unknown,True,M,1947-04-14 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1312,2300,Lirio Parisotto,69.91375770020534,Brazil,Brazil,Investments,Finance & Investments,Unknown,True,M,1953-12-18 00:00:00,Unknown,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,65.1,-14.235004,-51.92528
1312,2300,Augusto Perfetti,,Switzerland,Italy,Candy,Food & Beverage,Unknown,False,M,,Unknown,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,28.8,46.818188,8.227512
1312,2300,Giorgio Perfetti,,Switzerland,Italy,Candy,Food & Beverage,Unknown,False,M,,Unknown,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,28.8,46.818188,8.227512
1312,2300,Alberto Prada,69.73579739904176,Italy,Italy,Luxury goods,Fashion & Retail,Unknown,False,M,1954-02-21 00:00:00,Unknown,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,41.87194,12.56738
1312,2300,Marina Prada,78.34360027378509,Italy,Italy,Luxury goods,Fashion & Retail,Unknown,False,F,1945-07-14 00:00:00,Unknown,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,41.87194,12.56738
1312,2300,Filiz Sahenk,56.75564681724846,Turkey,Turkey,Diversified,Diversified,Unknown,False,F,1967-02-14 00:00:00,Unknown,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,42.3,38.963745,35.243322
1312,2300,Richard Sands,72.70910335386722,United States,United States,Liquor,Food & Beverage,Unknown,False,M,1951-03-03 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1312,2300,Stephan Schmidheiny,76.05201916495551,Switzerland,Switzerland,Investments,Finance & Investments,Unknown,False,M,1947-10-29 00:00:00,Unknown,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,28.8,46.818188,8.227512
1312,2300,Alberto Siccardi & family,79.54551676933607,Switzerland,Switzerland,Medical devices,Healthcare,Unknown,False,M,1944-05-01 00:00:00,Unknown,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,28.8,46.818188,8.227512
1312,2300,Stefan Soloviev,48.492813141683776,United States,United States,"Real estate, grains",Real Estate,Unknown,False,M,1975-05-21 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1312,2300,Tang Yiu,89.6290212183436,Hong Kong,Hong Kong,Fashion retail,Fashion & Retail,Unknown,True,M,1934-04-01 00:00:00,Unknown,,,,,,,,,
1312,2300,Tian Ming,69.90828199863107,China,China,Measuring instruments,Technology,Unknown,True,M,1953-12-20 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1312,2300,T.Y. Tsai,70.87474332648871,Taiwan,Taiwan,Finance,Finance & Investments,Unknown,False,M,1953-01-01 00:00:00,Unknown,,,,,,,,,
1312,2300,Jayshree Ullal,62.64202600958248,United States,United States,Computer networking,Technology,Arista,True,F,1961-03-27 00:00:00,CEO,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1312,2300,Georg von Opel,57.53867214236824,United Kingdom,Switzerland,"Real estate, investments",Finance & Investments,Unknown,False,M,1966-05-04 00:00:00,Unknown,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,55.378051,-3.435973
1312,2300,Lang Walker,78.36824093086926,Australia,Australia,Real estate,Real Estate,Unknown,True,M,1945-07-05 00:00:00,Unknown,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,47.4,-25.274398,133.775136
1312,2300,Xicheng Wang & family,75.04175222450377,China,China,Tires,Manufacturing,Unknown,True,M,1948-11-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1312,2300,Wang Zhenhua,61.713894592744694,China,China,Real estate,Real Estate,Unknown,True,M,1962-03-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1312,2300,Paul-Heinz Wesjohann & family,80.48186173853524,Germany,Germany,Chicken processing,Food & Beverage,Unknown,True,M,1943-05-25 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
1312,2300,Xie Bingkun & family,57.229295003422315,China,China,Pearlescent pigments,Fashion & Retail,Unknown,True,M,1966-08-25 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1312,2300,Xu Shugen,58.431211498973305,China,China,"Construction, mining machinery",Manufacturing,Unknown,True,M,1965-06-12 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1312,2300,Christoph Zeller,66.53798767967146,Liechtenstein,Liechtenstein,Dental materials,Healthcare,Unknown,False,M,1957-05-04 00:00:00,Unknown,,,"$6,552,858,739 ",35.6,104.7,83.0,21.6,47.1410392,9.520935
1312,2300,Zhang Jingzhang & family,87.87679671457906,China,China,Precision machinery,Manufacturing,Unknown,True,M,1936-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
